city,stationId,station_source,name,address,lat,lng,sea_level,status
Saran,k21,KazHydroMet,PCP #2,"Saranskaya St, 28a, central hospital",49.803843112,72.824840229,484.0,ok
Aktobe,k24,KazHydroMet,PCP #2,"Ryskulov St, 4 G",50.315857,57.12772,211.0,ok
Kyzylorda,k51,KazHydroMet,PCP #2,"Zhabak Berdenov St, 6",44.847099,65.486961,128.0,ok
Temirtau,k63,KazHydroMet,PCP #2,"Furmanov St, 5",50.051568,72.996481,507.0,ok
Turkestan,k263,KazHydroMet,PCP #2,"Nazarbayev St, 5",43.293362,68.28954,213.0,ok
Kostanay,k77,KazHydroMet,PCP #2,"Borodin St, 144",53.228479,63.630099,164.0,ok
Uralsk,k85,KazHydroMet,PCP #2,"Gagarin St, 25",51.227619,51.427589,36.0,ok
Satpayev,k254,KazHydroMet,PCP #2,"Nauryz St, secondary school №27",47.899573798,67.547156701,412.0,ok
Kokshetau,k75,KazHydroMet,PCP #2,"Mazhit Dzhandildinov St, 4 B",53.283171,69.425463,230.0,ok
Almaty,k25,KazHydroMet,PCP #2,"Aerodromnaya St, 2B",43.356554,76.87545,704.0,ok
Semey ,k34,KazHydroMet,PCP #3,"Aerological station St, 1",50.420238,80.274296,201.0,ok
Pavlodar,k70,KazHydroMet,PCP #3,Lomov St,52.264598,76.964236,123.0,ok
Glubokoe,k35,KazHydroMet,PCP #3,"Lenin St, 15",50.134814,82.314013,268.0,ok
Uralsk,k83,KazHydroMet,PCP #3,"Stadium alley, 1/2",51.212015,51.350379,33.0,ok
Turkestan,k262,KazHydroMet,PCP #3,"A. Sandybay St, 58V",43.278559,68.204759,204.0,ok
Ridder,k10,KazHydroMet,PCP #3,"Semipalatinskaya St, 9",50.338934879,83.515869798,745.0,ok
Kyzylorda,k52,KazHydroMet,PCP #3,"Koysary batyr St, 1",44.794887,65.530228,127.0,ok
Aktobe,k53,KazHydroMet,PCP #3,"Yesset batyr St, 109 A",50.294165115,57.168480685,217.0,ok
Oskemen,k3,KazHydroMet,PCP #3,"Shakarim Ave, 79",49.966638,82.614993,287.0,ok
Almaty,k58,KazHydroMet,PCP #3,"Nurkent microdistrict, 6/1",43.258748,76.81706,758.0,ok
Kyzylsai vil.,k264,KazHydroMet,PCP #4,"Yntymak St, 1",42.347694,69.709302,605.0,ok
Semey ,k249,KazHydroMet,PCP #4,"Kvartal 343 St, 13/2",50.437156,80.240893,213.0,ok
Pavlodar,k69,KazHydroMet,PCP #4,Kazpravda St,52.24583,76.983057,119.0,ok
Kostanay,k78,KazHydroMet,PCP #4,"Volynov St, 12",53.176555,63.607241,153.0,ok
Aksai,k82,KazHydroMet,PCP #4,"Mukhtar Auezov St, 17",51.160033,52.99712,59.0,ok
Almaty,k57,KazHydroMet,PCP #4,"Suyunbay Ave, 505",43.374376,76.992008,659.0,not
Oskemen,k240,KazHydroMet,PCP #4,"Shirokaya St, 44",49.948313,82.627857,286.0,ok
Astana,k14,KazHydroMet,PCP #5,"Turan Ave, 2/1, Central rescue station",51.157371472,71.415058185,347.0,ok
Karagandy,k36,KazHydroMet,PCP #5,"Mukanov St, 57/3",49.7866,73.165714,560.0,ok
Rudny,k81,KazHydroMet,PCP #5,"4th alley, 10-2",52.97374,63.122865,169.0,ok
Shchuchinsk,k6,KazHydroMet,PCP #5,"Shosseynaya St, № 171",52.951668976,70.250768748,418.0,ok
Uralsk,k84,KazHydroMet,PCP #5,"Mukhit St, 27/8",51.205502,51.383467,33.0,ok
Shymkent,k49,KazHydroMet,PCP #5,"""Samal-3"" microdistrict",42.362259436,69.593598709,504.0,ok
Aktau,k23,KazHydroMet,PCP #5,Microdistrict 12,43.658540091,51.146762,19.0,ok
Pavlodar,k46,KazHydroMet,PCP #5,"Yestay St, 54",52.281308,76.946696,123.0,ok
Almaty,k60,KazHydroMet,PCP #5,"Halyk Arena, Kuldzhinsky tract, 2D",43.288125,76.990615,743.0,ok
Oskemen,k244,KazHydroMet,PCP #5,"Kaisenov St, 30",49.946029,82.624444,287.0,ok
Petropavl,k76,KazHydroMet,PCP #5,"Parkovaya St, 57",54.856896,69.123008,132.0,ok
Pavlodar,k47,KazHydroMet,PCP #6,"Zaton St, 39",52.265335,76.937616,110.0,ok
Kulsary,k87,KazHydroMet,PCP #6,"Makhambet Utemisov St, 37A",46.960532,54.006221,-11.0,ok
Oskemen,k241,KazHydroMet,PCP #6,"Nazarbayev Ave, 83/2",49.982333,82.572036,285.0,ok
Petropavl,k29,KazHydroMet,PCP #6,"Zhalel Kizatov St, 3/N",54.923693,69.141221,135.0,ok
Atyrau,k86,KazHydroMet,PCP #6,"6th St, 29",47.156821,51.982406,-23.0,ok
Shymkent,k15,KazHydroMet,PCP #6,"""Nursat' microdistrict",42.362713368,69.630918479,531.0,ok
Aktobe,k31,KazHydroMet,PCP #6,"Zhankozha batyr St, 89",50.290375741,57.22209476,212.0,ok
Almaty,k59,KazHydroMet,PCP #6,Gulder Park (Apparatus of Akim of Zhetysu distr.),43.301062,76.925444,720.0,ok
Astana,k12,KazHydroMet,PCP #6,"Akzhol, distr. of wastewater ""Astana Tazalyk""",51.181287116,71.465806956,357.0,ok
Karagandy,k64,KazHydroMet,PCP #6,"Arkhitekturnaya St, land area 15/1",49.878622,73.18969,547.0,ok
Taraz,k93,KazHydroMet,PCP #6,"Satpaev St, 5 B",42.92105,71.384906,610.0,ok
Rudny,k80,KazHydroMet,PCP #6,"Mosque ""Nur""",52.964293,63.114487,163.0,ok
Aktau,k22,KazHydroMet,PCP #6,"Microdistrict 31, land area №10",43.677764166,51.174961813,16.0,ok
Pavlodar,k48,KazHydroMet,PCP #7,Toraigyrov-Dyusenov St,52.29491,76.94278,134.0,ok
Beyneu,k45,KazHydroMet,PCP #7,Vostochnaya,45.323674,55.17715,5.0,ok
Oskemen,k245,KazHydroMet,PCP #7,"M.Tynyshpaev St, 126",50.009364,82.565595,312.0,ok
Yanvartsevo,k42,KazHydroMet,PCP #7,"Chapaev St, 14/2",51.431947,52.712399,2.0,ok
Astana,k4,KazHydroMet,PCP #7,"Turkestan St, 2/1, RPhMS",51.119222952,71.432335527,349.0,ok
Aksai,k41,KazHydroMet,PCP #7,"Utvinskaya St, 17",51.159997,52.99708,57.0,ok
Oskemen,k246,KazHydroMet,PCP #8,"Egorov St, 6",50.02744,82.740084,310.0,ok
Astana,k8,KazHydroMet,PCP #8,"Babatayuly St, 24",51.18611299,71.343722851,346.0,not
Karagandy,k65,KazHydroMet,PCP #8,3rd kochegarka St (Prishakhtinsk),49.795306,73.165822,565.0,ok
Atyrau,k32,KazHydroMet,PCP #8,"Alatau St, 3",47.096617,51.942701,-24.0,ok
Astana,k7,KazHydroMet,PCP #9,"A. Baitursynov St, 25",51.123120595,71.483370959,355.0,ok
Atyrau,k33,KazHydroMet,PCP #9,"""Bereke"" microdistrict",47.139138,51.96226,-24.0,ok
Atyrau,k235,KazHydroMet,PCP #10,Apec Petrotechnic College,47.114687,51.860907,-24.0,ok
Astana,k9,KazHydroMet,PCP #10,"K. Munaitpasov St, 13",51.158413811,71.467460014,351.0,not
Oskemen,k242,KazHydroMet,PCP #11,"Utepov St, 37",49.901193,82.605813,338.0,ok
Oskemen,k247,KazHydroMet,PCP #12,"Satpayev Ave, 12",49.900142,82.622665,323.0,ok
Karabalyk,k44,KazHydroMet,PCP #13,"Gagarin St, 40 A",53.749503,62.051874,190.0,ok
Almaty,k55,KazHydroMet,PCP #27,"Vasily Benberin St, 34",43.271831,76.844818,750.0,ok
Almaty,k97,KazHydroMet,PCP #28,"Akhmetov St, 54",43.360683,77.006407,662.0,ok
Almaty,k26,KazHydroMet,PCP #29,"R.Zorge St, 14",43.338052,76.952083,688.0,ok
Almaty,k28,KazHydroMet,PCP #30,"""Shanyrak-2"" microdistrict, Zhankozha batyr St",43.298778,76.851498,730.0,ok
Almaty,k27,KazHydroMet,PCP #31,Park named after the First President,43.180754,76.888068,1047.0,ok
Almaty,s1,US Consulate,N/A,Abay - Sain,43.22189,76.850993,853.0,ok
Almaty,s8,PurpleAir.com,N/A,Al-Farabi - Mendikulov,43.227126,76.956792,941.0,ok
Almaty,s7,PurpleAir.com,N/A,Dostyk - Ospanov,43.204942,76.975031,1070.0,ok
Almaty,s5,PurpleAir.com,N/A,Al-Farabi - Esentai,43.219596,76.930487,896.0,ok
Almaty,s6,PurpleAir.com,N/A,Nazarbayev - Ramstore,43.230924,76.95039,915.0,ok
Almaty,65242,Citizen Science project luftdaten.info,улица Жамакаева,"улица Жамакаева, микрорайон Горный Гигант, Медеуский район, Almaty, 050044, Kazakhstan",43.21126910743,76.94824486971,0.0,ok
